chapter_number,verse_number,verse_id,verse_id_arabic,chapter_verses,chapter_title_english,chapter_title_arabic,chapter_title_persian,verse_subtitle_english,verse_text_persian,verse_text_english,verse_footnote_english
17,47,17:47,٤٧:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,"ما کاملاً می دانيم كه چه می شنوند، هنگامی كه به تو گوش می دهند و آنگاه كه پنهانی توطئه می كنند- كافران می گويند: ""شما از مردی ديوانه پيروی می كنيد.""","We are fully aware of what they hear, when they listen to you, and when they conspire secretly—the disbelievers say, ""You are following a crazy man.""",
17,48,17:48,٤٨:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,توجه كن كه چگونه تو را توصيف می كنند و اين چگونه باعث می شود كه آنها از راه منحرف شوند.,"Note how they describe you, and how this causes them to stray off the path.",
17,49,17:49,٤٩:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,"آنها گفتند: ""پس از آنکه به استخوان و اجزای متلاشی شده تبديل شديم، از نو برانگيخته می شويم؟!""","They said, ""After we turn into bones and fragments, we get resurrected anew?!""",
17,50,17:50,٥٠:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,"بگو: ""حتی اگر به صورت سنگ يا آهن درآييد،","Say, ""Even if you turn into rocks or iron.",
17,51,17:51,٥١:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,"""حتی اگر به خلقت ديگری تبديل شويد، كه تصور می كنيد غير ممكن است."" پس خواهند گفت: ""چه كسی ما را باز خواهد گرداند؟"" بگو: ""يكتايی كه اولين بار شما را آفريد."" آنگاه، آنها سر خود را تكان می دهند و می گويند: ""آن چه موقع خواهد بود؟"" بگو: ""شايد نزديك تر از آن باشد كه فكر می كنيد.""","""Even if you turn into any kind of creation that you deem impossible."" They will then say, ""Who will bring us back?"" Say, ""The One who created you in the first place."" They will then shake their heads and say, ""When will that be?"" Say, ""It may be closer than you think.""",
17,52,17:52,٥٢:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,آن روزی که شما را احضار کند، ستايش کنان به او پاسخ خواهيد گفت و آنگاه پی خواهيد برد که جز مدتی کوتاه در اين دنيا نمانده ايد.,"The day He summons you, you will respond by praising Him, and you will then realize that you had lasted in this life but a short while.",
17,53,17:53,٥٣:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,Treat Each Other Amicably,به بندگان من بگو با يكديگر به بهترين وجه ممكن رفتار كنند، زيرا شيطان هميشه سعی دارد ميان آنها جدايی افكند. مطمئناً، شيطان سرسخت ترين دشمن انسان است.,"Tell My servants to treat each other in the best possible manner, for the devil will always try to drive a wedge among them. Surely, the devil is man's most ardent enemy.",
17,54,17:54,٥٤:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,پروردگارتان شما را از همه بهتر می شناسد. او، طبق دانش خود، ممكن است شما را مورد رحمت قرار دهد، يا شما را به كيفر برساند. ما تو را نفرستاديم كه مدافع آنها باشی.,"Your Lord knows you best. According to His knowledge, He may shower you with mercy, or He may requite you. We did not send you to be their advocate.",
17,55,17:55,٥٥:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,پروردگار تو به يکايک کسانی که در آسمان ها و زمين هستند، داناترین است و طبق اين دانش، ما برخی از پيامبران را بر برخی ديگر برتری داديم. برای مثال، به داوود، زبور داديم.,"Your Lord is the best knower of everyone in the heavens and the earth. In accordance with this knowledge, we preferred some prophets over others. For example, we gave David the Psalms.",
17,56,17:56,٥٦:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,"بگو: ""از هر معبودی كه جز او قرار داده ايد، درخواست كنيد،"" آنها هيچ قدرتی ندارند كه مصيبتی را از شما بردارند و نمی توانند از آن جلوگيری كنند.","Say, ""Implore whatever idols you have set up beside Him."" They have no power to relieve your afflictions, nor can they prevent them.",
17,57,17:57,٥٧:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,The Righteous Idols Worship God Alone,حتی معبودانی که آنها می خوانند خودشان در جستجوی راه و وسيله ای  به سوی پروردگارشان هستند. آنها برای رحمت او دست به دعا برمی دارند و از عذاب او می ترسند. مطمئناً، عذاب پروردگارت وحشتناك است.,"Even the idols that they implore are seeking the ways and means towards their Lord. They pray for His mercy, and fear His retribution. Surely, the retribution of your Lord is dreadful.",
17,58,17:58,٥٨:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,جامعه ای نيست كه ما آن را پيش از روز رستاخيز نابود نكنيم، يا آنها را به عذابی سخت گرفتار نسازيم. اين از پيش در كتاب نوشته شده است.,"There is not a community that we will not annihilate before the Day of Resurrection, or inflict severe retribution upon them. This is already written down in the book.",
17,59,17:59,٥٩:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,Old Kind of Miracles Made Obsolete,آنچه ما را از فرستادن معجزات بازداشت، اين بود که نسل های گذشته آنها را تکذيب کرده اند. برای مثال، ما به ثمود شتر را نشان داديم، (معجزه ای) شگرف، ولی آنها علیه آن ستم كردند. ما معجزات را فقط به اين دليل می فرستيم که به آنها القا کنيم که بايد حرمت نهند.,"What stopped us from sending the miracles is that the previous generations have rejected them. For example, we showed Thamûd the camel, a profound (miracle), but they transgressed against it. We sent the miracles only to instill reverence.",
17,60,18:00,٦٠:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,ما تو را آگاه كرديم كه پروردگارت مردم را كاملاً تحت كنترل دارد و آن رؤيايی را كه به تو نشان داديم، و درختی را كه در قرآن* لعنت شده است، امتحانی برای مردم قرار داديم. ما مدرک های محكم به آنها نشان داديم تا به تدريج به ايشان القا كنيم كه بايد حرمت نهند، اما اين فقط بر سركشی آنها افزود.,"We informed you that your Lord fully controls the people, and we rendered the vision that we showed you a test for the people, and the tree that is accursed in the Quran.* We showed them solid proofs to instill reverence in them, but this only augmented their defiance.","*17:60 Muhammad's journey to the highest heaven to receive the Quran, as stated in 17:1 and 53:1-18, is a test because the people had to believe Muhammad on faith."
17,61,18:01,٦١:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,Satan Dupes the People,"هنگامی كه به فرشتگان گفتيم: ""در مقابل آدم سجده كنيد،"" آنها سجده كردند، به جز ابليس. او گفت: ""آيا به كسی كه تو او را از گل آفريدی، سجده كنم؟""","When we said to the angels, ""Fall prostrate before Adam,"" they fell prostrate, except Satan. He said, ""Shall I prostrate to one You created from mud?""",
